SN,Year,MoDaHrMnSecs,Lat,Lon,Dep,MMf,sd2,n2,nMw
054073.,1993,0502160952.79,38.4338,22.1952,6,4.0,0.238,2,0
054074.,1993,0502170850.40,38.1700,24.2200,3,3.3,0.260,1,0
054075.,1993,0502214841.90,39.1050,27.2480,10,3.3,0.230,1,0
054076.,1993,0502220110.90,39.1030,27.3130,10,3.2,0.230,1,0
054077.,1993,0503020259.50,42.2240,21.3610,11,3.6,0.220,2,0
054078.,1993,0503023944.37,37.6800,21.4705,12,3.8,0.244,2,0
054079.,1993,0503025446.80,37.7400,21.5800,1,3.0,0.260,1,0
054080.,1993,0503032051.70,37.7600,21.5100,1,3.0,0.260,1,0
054083.,1993,0503082041.60,37.7700,21.5800,1,3.0,0.260,1,0
054090.,1993,0503131549.70,37.7200,21.0500,1,3.0,0.260,1,0
054094.,1993,0504064608.10,38.8150,29.4120,10,3.4,0.230,1,0
054095.,1993,0504071007.10,39.2350,27.9550,10,3.0,0.230,1,0
054098.,1993,0504100750.40,38.8660,29.2890,5,3.1,0.230,1,0
054101.,1993,0504130929.70,39.8750,20.7260,10,3.4,0.220,1,0
054105.,1993,0505022714.42,35.4621,28.0955,30,4.3,0.244,2,0
054107.,1993,0505074929.24,37.6884,21.5302,12,2.9,0.260,1,0
054110.,1993,0505084847.50,38.1600,20.6700,1,3.1,0.260,1,0
054113.,1993,0505122546.90,42.5410,24.6080,10,4.0,0.220,1,0
054119.,1993,0505182759.62,36.8124,22.0806,11,4.2,0.238,2,0
054121.,1993,0506020439.70,39.5290,28.8450,5,3.2,0.230,1,0
054122.,1993,0506070058.30,39.1840,27.9570,14,3.7,0.225,2,0
054125.,1993,0506084603.20,39.5080,28.8540,10,3.0,0.230,1,0
054128.,1993,0506115403.30,39.5340,28.7770,10,3.0,0.230,1,0
054130.,1993,0506121317.50,39.5330,28.8450,10,3.1,0.230,1,0
054131.,1993,0506134412.50,39.6760,27.6660,10,3.1,0.230,1,0
054133.,1993,0506154351.50,37.7100,21.4000,1,3.1,0.260,1,0
054140.,1993,0507030222.80,41.7490,22.8100,10,3.3,0.220,1,0
054143.,1993,0507113306.80,42.4000,23.8790,10,3.0,0.220,1,0
054144.,1993,0507123107.20,39.5570,28.8080,10,3.1,0.230,1,0
054145.,1993,0507123426.40,39.6900,28.8400,8,3.1,0.230,1,0
054146.,1993,0507224735.90,38.5120,22.5890,10,3.1,0.238,2,0
054147.,1993,0508093247.50,34.7900,26.7630,10,3.6,0.230,1,0
054148.,1993,0508103153.20,41.8190,27.8420,10,3.1,0.230,1,0
054155.,1993,0508223502.50,37.1140,28.9180,10,3.3,0.230,1,0
054156.,1993,0508223603.00,37.1580,28.9650,10,3.2,0.230,1,0
054157.,1993,0508223700.30,37.3600,28.8810,10,3.1,0.230,1,0
054158.,1993,0508231600.10,37.1510,28.9630,10,3.3,0.230,1,0
054159.,1993,0509002616.50,39.2630,28.6210,10,3.5,0.230,1,0
054167.,1993,0509184205.60,39.5690,28.8580,5,3.2,0.230,1,0
054168.,1993,0509224028.60,36.2950,29.8910,10,3.6,0.230,1,0
054175.,1993,0510092724.20,39.3450,23.8060,10,3.1,0.238,2,0
054178.,1993,0510103704.40,39.6750,23.9860,10,3.2,0.220,1,0
054179.,1993,0510103857.70,34.7800,25.7500,2,3.8,0.260,1,0
054183.,1993,0510125100.20,39.7470,23.5320,10,3.1,0.220,1,0
054188.,1993,0511020747.80,38.5270,26.9660,10,3.4,0.230,1,0
054196.,1993,0511224637.80,39.2710,22.7630,10,3.7,0.238,2,0
054197.,1993,0511224924.20,39.3700,22.9300,35,3.4,0.238,2,0
054198.,1993,0512004843.50,39.3300,22.8680,10,3.3,0.238,2,0
054199.,1993,0512015419.81,38.5770,20.5391,14,3.8,0.142,4,0
054200.,1993,0512044443.20,40.2610,21.1150,10,3.3,0.238,2,0
054202.,1993,0512051601.00,42.1220,22.9790,10,3.1,0.220,1,0
054203.,1993,0512073459.72,36.1845,22.7956,19,3.9,0.167,3,0
054207.,1993,0512132415.01,37.8046,20.9974,10,4.0,0.167,3,0
054209.,1993,0512191750.80,39.7480,24.1780,10,3.9,0.238,2,0
054210.,1993,0512192421.50,39.8780,24.0520,10,3.0,0.220,1,0
054212.,1993,0512211552.82,38.3328,22.0710,4,4.1,0.134,4,0
054213.,1993,0512223145.50,40.2220,26.9900,5,3.1,0.230,1,0
054214.,1993,0513002932.70,38.9140,26.9990,9,3.7,0.230,1,0
054216.,1993,0513032037.40,39.1810,27.8940,10,3.2,0.230,1,0
054218.,1993,0513055629.80,35.7900,24.0600,1,3.5,0.260,1,0
054220.,1993,0513100131.20,36.3400,22.9900,1,3.5,0.260,1,0
054225.,1993,0513180450.30,38.8740,27.0970,10,3.1,0.230,1,0
054226.,1993,0513180621.30,38.8960,27.1070,10,3.3,0.230,1,0
054227.,1993,0513192238.70,42.6100,23.6300,0,3.2,0.220,1,0
054228.,1993,0513213302.46,38.3548,22.1021,1,4.1,0.167,3,0
054230.,1993,0513221239.80,39.6610,23.4780,10,3.1,0.220,1,0
054231.,1993,0513221404.30,39.5140,23.4990,10,3.2,0.238,2,0
054232.,1993,0513231701.00,37.5890,20.6310,11,3.3,0.238,2,0
054233.,1993,0513235117.10,39.5700,27.8700,10,3.0,0.230,1,0
054237.,1993,0514121835.50,42.7600,23.9100,0,3.2,0.220,1,0
054239.,1993,0514133120.63,35.8527,23.6918,10,3.5,0.260,1,0
054240.,1993,0514141119.70,38.7550,21.6990,10,3.2,0.220,1,0
054241.,1993,0514175334.80,38.5070,20.4820,10,3.2,0.238,2,0
054242.,1993,0515015314.30,41.2520,20.1560,10,3.3,0.168,3,0
054243.,1993,0515075026.80,38.9300,26.9800,10,3.2,0.230,1,0
054246.,1993,0515162435.20,38.0800,21.0680,10,3.5,0.238,2,0
054248.,1993,0515184634.80,41.9760,23.0150,10,3.1,0.220,1,0
054249.,1993,0515210004.20,39.2820,29.3280,19,3.0,0.230,1,0
054252.,1993,0515215106.90,37.4610,21.0890,10,3.8,0.260,1,0
054253.,1993,0515223359.70,37.0600,22.1100,1,3.6,0.260,1,0
054254.,1993,0516031403.30,36.6850,27.5300,10,3.7,0.244,2,0
054258.,1993,0516112022.30,38.2000,20.5800,1,3.3,0.260,1,0
054261.,1993,0516230216.40,39.1900,22.7760,10,3.3,0.238,2,0
054263.,1993,0517001149.50,40.3520,27.3160,5,3.2,0.230,1,0
054264.,1993,0517064147.40,38.5580,23.8330,13,3.7,0.238,2,0
054272.,1993,0517204930.20,39.9370,25.5910,10,3.0,0.220,1,0
054274.,1993,0518030643.00,39.7410,24.1770,10,3.0,0.220,1,0
054275.,1993,0518064546.00,39.2920,27.9240,10,3.5,0.230,1,0
054279.,1993,0518211423.00,38.4400,22.1300,28,3.3,0.260,1,0
054280.,1993,0518231044.00,40.3650,25.7120,10,3.5,0.225,2,0
054281.,1993,0519010702.70,37.2560,29.1090,10,3.2,0.230,1,0
054282.,1993,0519014402.10,37.2550,29.0470,10,3.0,0.230,1,0
054288.,1993,0519115435.50,42.7900,23.7700,0,3.0,0.220,1,0
054289.,1993,0519123405.80,42.3780,23.9680,10,3.4,0.220,1,0
054291.,1993,0519134744.00,38.1060,26.8730,10,3.5,0.230,1,0
054292.,1993,0519172333.30,38.0866,20.1109,12,3.6,0.142,4,0
054294.,1993,0519190135.41,36.1503,28.5528,10,3.5,0.230,2,0
054295.,1993,0519201711.80,39.6830,23.4540,10,3.8,0.238,2,0
054296.,1993,0519215547.70,39.9210,19.7150,10,3.3,0.246,2,0
054297.,1993,0520003731.80,38.9250,27.8360,10,3.1,0.230,1,0
054299.,1993,0520081820.20,39.5100,23.6330,10,3.1,0.220,1,0
054303.,1993,0520163815.30,38.8120,26.5990,10,3.3,0.230,1,0
054304.,1993,0520205213.50,40.3390,25.8040,10,3.3,0.225,2,0
054305.,1993,0520221428.80,38.3800,22.1400,27,3.3,0.260,1,0
054306.,1993,0521074138.20,41.4070,23.1110,10,3.6,0.220,1,0
054307.,1993,0521090118.40,39.7949,28.9304,10,4.3,0.244,2,0
054308.,1993,0521103549.10,42.0700,24.8000,10,3.1,0.220,1,0
054311.,1993,0521122739.40,38.5350,20.2950,10,3.1,0.238,2,0
054312.,1993,0521164706.00,39.7960,28.9470,10,3.1,0.230,1,0
054315.,1993,0522030308.50,37.3180,19.7770,33,3.8,0.177,3,0
054316.,1993,0522050442.50,41.4480,23.1440,10,3.6,0.220,1,0
054317.,1993,0522061737.30,36.7600,27.5300,10,3.8,0.260,1,0
054318.,1993,0522070442.70,39.6506,20.0742,6,3.8,0.110,6,0
054325.,1993,0522111629.00,39.2750,29.1300,10,3.2,0.230,1,0
054328.,1993,0522120849.30,35.6300,23.4800,10,3.4,0.260,1,0
054331.,1993,0522163008.90,37.3030,28.4200,10,3.2,0.230,1,0
054332.,1993,0522182539.12,37.9558,21.0660,20,3.8,0.142,4,0
054336.,1993,0522225723.10,40.6490,27.5080,10,3.2,0.230,1,0
054338.,1993,0523074058.08,40.0814,20.6870,8,4.3,0.134,4,0
054347.,1993,0523110406.19,40.0546,20.7185,16,3.4,0.127,5,0
054349.,1993,0523220711.90,41.3910,23.1060,10,3.1,0.220,1,0
054351.,1993,0524010918.00,35.7700,24.1900,10,3.4,0.260,1,0
054352.,1993,0524034903.60,41.3740,20.8060,10,3.1,0.220,1,0
054358.,1993,0524093347.90,35.8400,23.8800,10,3.4,0.260,1,0
054362.,1993,0524102703.10,36.5800,22.7100,1,3.5,0.260,1,0
054365.,1993,0524122352.60,39.1370,27.5990,10,3.0,0.230,1,0
054367.,1993,0524135706.70,34.7800,26.1600,1,3.7,0.260,1,0
054369.,1993,0524141432.10,41.8420,22.8640,10,3.6,0.220,1,0
054371.,1993,0524181608.10,35.8500,24.0200,1,3.9,0.260,1,0
054372.,1993,0525032053.10,37.6050,29.4530,10,3.5,0.230,1,0
054385.,1993,0525153615.80,40.4510,28.0170,14,3.7,0.244,2,0
054386.,1993,0525175955.80,38.8640,26.9500,10,3.1,0.230,1,0
054387.,1993,0525201219.40,35.2500,26.4800,1,3.7,0.260,1,0
054389.,1993,0526041714.80,38.1360,20.3400,10,3.0,0.260,1,0
054390.,1993,0526050452.50,34.4100,24.9700,34,3.3,0.260,1,0
054392.,1993,0526063046.90,35.6400,23.9200,1,3.3,0.260,1,0
054394.,1993,0526091904.00,39.0650,27.5590,10,3.0,0.230,1,0
054400.,1993,0526111249.00,41.6440,20.7060,10,3.3,0.246,2,0
054403.,1993,0526123907.90,38.8490,22.4060,51,3.9,0.238,2,0
054406.,1993,0526194022.20,37.3040,19.9580,10,3.5,0.177,3,0
054407.,1993,0526221004.66,36.2440,22.4702,27,4.3,0.134,4,0
054408.,1993,0526235855.00,38.1300,22.8600,39,3.1,0.260,1,0
054411.,1993,0527043858.00,38.6260,26.7630,10,3.2,0.230,1,0
054422.,1993,0527144825.50,35.3000,26.2900,10,3.5,0.260,1,0
054424.,1993,0527155007.10,39.5650,25.1130,14,4.1,0.238,2,0
054425.,1993,0527213256.90,35.0200,25.2800,1,3.7,0.260,1,0
054428.,1993,0528064610.90,37.8670,20.6500,10,3.7,0.238,2,0
054429.,1993,0528080155.70,38.4930,26.6330,10,3.4,0.230,1,0
054430.,1993,0528082658.70,35.4200,27.2800,37,3.9,0.260,1,0
054436.,1993,0528102731.80,40.4190,28.0390,10,3.8,0.225,2,0
054437.,1993,0528104143.40,38.0700,21.1280,10,3.8,0.220,1,0
054438.,1993,0528112718.60,42.7180,23.9500,10,3.4,0.220,1,0
054442.,1993,0528121835.10,42.5770,24.0880,10,3.6,0.220,1,0
054443.,1993,0528131209.90,39.4810,23.4150,10,3.4,0.238,2,0
054444.,1993,0528153320.00,34.8500,24.6900,1,3.3,0.260,1,0
054447.,1993,0529030514.10,36.8920,21.2450,10,3.6,0.167,3,0
054448.,1993,0529042212.10,35.4100,24.7400,1,3.4,0.260,1,0
054449.,1993,0529052536.50,39.6330,20.4350,10,3.1,0.220,1,0
054458.,1993,0529125817.20,37.2570,19.1020,10,3.4,0.280,1,0
054459.,1993,0529125833.90,38.9200,20.7860,10,3.7,0.238,2,0
054461.,1993,0529141753.70,38.7170,22.8140,10,3.3,0.238,2,0
054462.,1993,0529141914.11,38.2186,22.7829,10,4.1,0.167,3,0
054463.,1993,0529143915.00,38.7290,22.7290,10,3.1,0.238,2,0
054464.,1993,0529215611.20,42.0100,21.2710,10,3.6,0.220,2,0
054465.,1993,0529234607.73,38.2261,21.5247,7,4.0,0.167,3,0
054467.,1993,0530025020.00,38.6310,26.3170,10,3.2,0.230,1,0
054471.,1993,0530092831.30,38.4830,22.0520,33,3.0,0.220,1,0
054474.,1993,0530113547.80,38.3600,22.7200,1,3.1,0.260,1,0
054476.,1993,0530140530.60,38.1600,22.7700,14,3.1,0.260,1,0
054477.,1993,0530143531.00,38.4640,23.0600,10,3.4,0.238,2,0
054478.,1993,0530150007.00,39.2380,29.1020,10,3.5,0.230,1,0
054479.,1993,0530150142.80,39.2380,29.1750,10,3.4,0.230,1,0
054480.,1993,0530154229.11,39.3106,29.2003,8,4.0,0.230,2,0
054481.,1993,0530154349.40,39.3000,29.2000,10,3.9,0.230,1,0
054482.,1993,0530155209.70,37.1100,21.1300,33,3.9,0.238,2,0
054484.,1993,0530170026.80,39.2770,29.2130,5,3.1,0.230,1,0
054485.,1993,0530171755.00,39.2680,29.1660,10,3.6,0.230,1,0
054486.,1993,0530171908.70,39.2360,29.1820,10,3.4,0.230,1,0
054487.,1993,0530191339.50,39.2440,29.1140,5,3.0,0.230,1,0
054488.,1993,0530194257.00,37.9410,29.4280,10,3.1,0.230,1,0
054490.,1993,0530221015.77,34.0871,26.3302,33,3.6,0.244,2,0
054491.,1993,0530222921.00,39.2530,29.1230,10,3.2,0.230,1,0
054492.,1993,0530234833.17,39.3752,20.4194,48,4.4,0.109,6,0
054493.,1993,0531000049.44,39.3030,20.5240,25,4.8,0.101,6,0
054496.,1993,0531015050.29,39.2503,20.4596,25,3.5,0.142,4,0
054497.,1993,0531041410.30,39.2640,20.4120,10,3.0,0.270,2,0
054498.,1993,0531053659.50,37.6470,26.9910,10,4.2,0.167,3,0
054500.,1993,0531073516.74,39.2696,20.4059,14,3.8,0.142,4,0
054501.,1993,0531082015.50,38.6350,20.4650,10,3.3,0.238,2,0
054502.,1993,0531090728.20,37.9000,21.8200,50,3.0,0.260,1,0
054504.,1993,0531133409.19,39.2657,20.4092,10,3.6,0.127,5,0
054506.,1993,0601012710.20,39.2600,20.5010,10,3.2,0.177,3,0
054507.,1993,0601094526.84,34.1750,26.2190,15,4.9,0.108,5,0
054510.,1993,0601115203.70,38.7940,27.5690,10,3.7,0.230,1,0
054512.,1993,0601133224.50,39.4630,27.7300,10,3.0,0.230,1,0
054513.,1993,0601135909.40,39.1060,28.7510,10,3.0,0.230,1,0
054514.,1993,0601163307.28,36.0884,27.5021,46,4.0,0.255,2,0
054519.,1993,0602031738.50,39.7840,20.7860,10,3.4,0.177,3,0
054521.,1993,0602064519.50,37.2730,21.9930,10,3.6,0.238,2,0
054526.,1993,0602101944.70,38.7440,27.5550,9,4.2,0.244,2,0
054527.,1993,0602121422.00,42.5280,24.0030,5,3.5,0.220,1,0
054528.,1993,0602145427.20,39.1810,23.0250,10,3.0,0.220,1,0
054530.,1993,0602233255.70,39.1850,20.4020,10,3.0,0.220,1,0
054531.,1993,0603151237.50,36.2500,22.5200,5,3.8,0.260,1,0
054532.,1993,0603192340.00,41.9420,18.6510,10,3.1,0.246,2,0
054533.,1993,0603200318.56,35.1421,22.4028,44,3.9,0.171,3,0
054534.,1993,0603211815.65,42.2825,19.4171,7,3.8,0.183,3,0
054535.,1993,0603234404.80,40.6250,19.6680,10,3.2,0.150,4,0
054536.,1993,0604025137.70,39.2290,20.5250,5,3.2,0.177,3,0
054538.,1993,0604032429.14,38.6605,20.4347,21,4.7,0.106,6,0
054539.,1993,0604041043.00,38.5160,20.9620,33,3.1,0.270,2,0
054540.,1993,0604042809.53,38.6343,20.4548,14,3.9,0.120,5,0
054541.,1993,0604052501.40,38.8010,20.6910,10,3.4,0.177,3,0
054542.,1993,0604122505.20,42.5710,24.1710,10,3.5,0.220,1,0
054543.,1993,0604210906.05,37.5961,20.7905,12,4.3,0.120,5,0
054544.,1993,0605005412.80,40.7010,20.2930,10,3.3,0.238,2,0
054545.,1993,0605005959.60,39.2260,29.1440,10,3.3,0.230,1,0
054547.,1993,0605061105.70,34.4700,25.1900,10,3.9,0.260,1,0
054549.,1993,0605154052.27,37.6000,20.9250,25,4.7,0.091,7,0
054550.,1993,0605200842.80,38.1700,20.4000,5,3.2,0.238,2,0
054551.,1993,0605230611.00,41.1700,20.1700,10,3.0,0.220,1,0
054552.,1993,0605232009.00,41.4170,24.5430,10,3.6,0.220,1,0
054553.,1993,0606024803.10,39.2290,29.0980,10,3.1,0.230,1,0
054555.,1993,0606043133.60,39.7120,26.1080,10,3.4,0.225,2,0
054557.,1993,0606142827.00,40.7240,27.4550,10,3.1,0.230,1,0
054560.,1993,0606144938.90,40.3180,24.1300,5,3.1,0.220,1,0
054562.,1993,0606181611.85,39.3574,28.3460,9,4.4,0.135,4,0
054563.,1993,0606182230.20,39.4500,28.3530,10,3.0,0.230,1,0
054565.,1993,0606194057.50,40.2850,26.8850,10,3.1,0.230,1,0
054568.,1993,0606221009.70,41.7810,22.1470,10,3.4,0.220,1,0
054569.,1993,0606223527.80,40.1870,25.4530,10,3.1,0.220,1,0
054572.,1993,0607070953.80,40.0530,28.5290,10,3.1,0.230,1,0
054574.,1993,0607121521.60,39.9680,28.9010,5,3.3,0.230,1,0
054575.,1993,0607122534.49,38.3617,22.0159,7,3.6,0.238,2,0
054581.,1993,0608002111.70,39.1760,20.3970,10,3.0,0.238,2,0
054582.,1993,0608030223.90,40.1030,29.3120,10,3.2,0.230,1,0
054583.,1993,0608052539.30,38.8350,26.8870,10,3.0,0.230,1,0
054591.,1993,0608111045.60,40.0310,19.8400,12,3.5,0.125,5,0
054592.,1993,0608111603.90,35.6600,22.4300,36,4.0,0.260,1,0
054594.,1993,0608125723.00,34.8600,25.0300,10,3.7,0.260,1,0
054602.,1993,0609022743.20,38.0500,22.6600,5,3.2,0.260,1,0
054604.,1993,0609064004.80,38.5190,20.5720,10,3.2,0.220,1,0
054605.,1993,0609070031.60,39.4310,28.2700,10,3.0,0.230,1,0
054615.,1993,0609122833.90,42.9070,23.7710,10,3.6,0.220,1,0
054620.,1993,0609145938.70,39.5160,21.7900,10,3.1,0.238,2,0
054621.,1993,0609174641.30,37.9780,26.8410,10,3.4,0.230,1,0
054622.,1993,0609232735.90,38.8950,26.9270,10,3.1,0.230,1,0
054623.,1993,0609233958.63,39.1208,27.6382,11,3.4,0.169,3,0
054624.,1993,0610002242.00,39.0620,22.5100,10,3.3,0.238,2,0
054625.,1993,0610023827.00,38.0200,20.5200,5,3.1,0.270,2,0
054626.,1993,0610030439.70,39.5070,26.3330,9,3.5,0.225,2,0
054627.,1993,0610051002.80,37.3400,22.6200,10,3.3,0.260,1,0
054628.,1993,0610063423.49,34.7268,25.4949,35,3.9,0.244,2,0
054637.,1993,0610151903.00,41.7800,22.2050,5,3.5,0.220,2,0
054640.,1993,0610185336.20,37.2970,22.1300,5,3.6,0.238,2,0
054641.,1993,0610203408.20,41.7870,22.1800,5,3.3,0.220,1,0
054643.,1993,0611013305.80,39.7500,28.9770,5,3.1,0.230,1,0
054644.,1993,0611024636.50,38.8230,26.9400,10,3.2,0.230,1,0
054648.,1993,0611092412.90,37.1180,28.6720,10,3.3,0.230,1,0
054651.,1993,0611092947.50,41.7990,27.7280,10,3.1,0.230,1,0
054656.,1993,0611121210.80,42.5320,23.9700,10,3.5,0.220,1,0
054657.,1993,0611130905.01,35.5901,26.5417,26,4.9,0.124,4,0
054661.,1993,0612060219.90,39.2460,20.4750,10,3.1,0.238,2,0
054663.,1993,0612091923.10,39.7000,29.4300,10,3.0,0.230,1,0
054664.,1993,0612135617.60,38.2320,21.6200,10,3.7,0.238,2,0
054668.,1993,0612205818.10,41.9440,22.1900,10,3.3,0.220,1,0
054669.,1993,0612214130.50,40.7920,27.3330,10,3.0,0.230,1,0
054672.,1993,0613085930.20,39.1260,27.5130,10,3.0,0.230,1,0
054676.,1993,0613160306.10,39.1370,29.1000,10,3.1,0.230,1,0
054678.,1993,0613232641.40,39.2850,20.6030,18,5.3,0.078,7,1
054679.,1993,0613232942.90,39.2330,20.4750,10,4.1,0.220,1,0
054680.,1993,0613233438.00,39.3000,20.6800,5,3.0,0.260,1,0
054681.,1993,0613234308.40,39.2250,20.5740,10,3.6,0.177,3,0
054682.,1993,0613235009.63,39.2834,20.5894,4,3.6,0.177,3,0
054683.,1993,0613235959.02,39.2018,20.4927,15,4.1,0.142,4,0
054684.,1993,0614011503.20,39.2340,20.5460,10,3.4,0.177,3,0
054685.,1993,0614012635.70,39.1900,20.3700,10,3.0,0.220,1,0
054687.,1993,0614015148.20,39.3620,25.9580,10,3.9,0.167,3,0
054688.,1993,0614021438.70,39.2330,20.5280,10,3.4,0.177,3,0
054689.,1993,0614030718.90,39.1270,20.3750,10,3.1,0.220,1,0
054690.,1993,0614030846.40,39.1490,20.4150,10,3.2,0.238,2,0
054691.,1993,0614032259.00,39.1340,20.3790,10,3.1,0.220,1,0
054693.,1993,0614042400.40,39.0570,20.4000,10,3.0,0.220,1,0
054694.,1993,0614063216.50,39.2355,20.4519,15,4.1,0.120,5,0
054698.,1993,0614083848.00,35.2900,27.1900,34,3.9,0.260,1,0
054699.,1993,0614084154.80,38.2540,21.7320,10,3.2,0.238,2,0
054701.,1993,0614093220.30,38.3600,21.6940,10,3.4,0.238,2,0
054704.,1993,0614105653.30,37.0510,29.3150,10,3.1,0.230,1,0
054708.,1993,0614130456.90,41.1180,29.3430,5,3.0,0.230,1,0
054710.,1993,0614131714.50,38.8700,22.2800,36,3.1,0.238,2,0
054715.,1993,0614185701.80,37.6500,21.6000,5,3.5,0.260,1,0
054716.,1993,0614191000.60,37.3100,21.1700,10,2.9,0.260,1,0
054723.,1993,0615134027.00,41.9220,23.4630,10,3.3,0.220,1,0
054725.,1993,0616015339.10,40.4450,25.7570,10,3.7,0.225,2,0
054726.,1993,0616045021.20,41.2720,23.3920,10,3.6,0.220,1,0
054727.,1993,0616070654.60,39.0070,27.8630,10,3.3,0.230,1,0
054728.,1993,0616080847.20,39.0150,27.9250,10,3.2,0.230,1,0
054733.,1993,0616103620.60,38.9860,27.8890,10,3.6,0.230,1,0
054734.,1993,0616113618.30,38.0500,21.0740,10,3.7,0.238,2,0
054737.,1993,0616163703.00,38.9990,27.9100,10,3.8,0.230,1,0
054739.,1993,0616181048.20,40.7790,28.0710,10,3.1,0.230,1,0
054740.,1993,0616220427.30,37.7850,20.7620,10,3.7,0.177,3,0
054741.,1993,0617003523.74,37.6530,20.7906,12,3.9,0.142,4,0
054742.,1993,0617012214.50,38.6000,27.6080,10,3.1,0.230,1,0
054744.,1993,0617133541.00,39.0750,20.3690,10,3.2,0.220,1,0
054745.,1993,0617135307.00,39.1680,20.4660,10,3.2,0.177,3,0
054747.,1993,0617191316.70,39.1450,27.9670,10,3.2,0.230,1,0
054748.,1993,0617203244.50,38.9730,28.0130,10,3.0,0.230,1,0
054749.,1993,0617214435.25,39.2583,21.5164,4,3.8,0.167,3,0
054753.,1993,0618114334.90,39.2420,27.7390,10,3.0,0.230,1,0
054755.,1993,0618121810.50,42.5500,24.0500,0,3.4,0.220,1,0
054756.,1993,0619044936.10,42.2157,19.5655,27,4.2,0.143,4,0
054766.,1993,0619184816.06,38.1351,21.9945,79,4.1,0.250,1,0
054767.,1993,0619192619.13,40.2362,27.4664,16,3.8,0.135,4,0
054768.,1993,0619203744.90,37.3300,21.7400,5,3.5,0.260,1,0
054769.,1993,0619212258.80,38.2400,22.1300,12,3.3,0.238,2,0
054770.,1993,0619225636.90,38.4480,22.5950,5,3.3,0.238,2,0
054772.,1993,0620064950.50,37.7800,22.1400,5,3.3,0.260,1,0
054773.,1993,0620081929.30,41.3260,24.0490,10,3.0,0.220,1,0
054776.,1993,0620121401.90,38.8760,21.0070,10,3.3,0.220,1,0
054777.,1993,0620121810.90,39.6550,20.3480,10,3.1,0.220,1,0
054780.,1993,0620175139.70,38.8250,25.9520,10,3.7,0.169,3,0
054781.,1993,0620200207.64,34.2330,25.1733,20,4.0,0.244,2,0
054783.,1993,0621034624.80,40.1760,27.4920,10,3.2,0.230,1,0
054784.,1993,0621064716.20,39.9670,29.2460,10,3.0,0.230,1,0
054790.,1993,0621132636.20,37.8800,21.0000,5,3.0,0.260,1,0
054792.,1993,0621153421.10,39.8170,20.4060,10,3.0,0.220,1,0
054793.,1993,0621220037.00,39.2300,21.9100,10,3.4,0.220,1,0
054796.,1993,0622102131.90,37.9940,22.3800,10,3.3,0.238,2,0
054797.,1993,0622151627.20,36.6000,21.0000,8,3.1,0.260,1,0
054798.,1993,0622172003.00,38.8720,25.9710,10,3.4,0.230,1,0
054799.,1993,0622175209.10,39.1810,27.8610,10,3.1,0.230,1,0
054800.,1993,0623004934.00,36.1200,23.3500,5,3.3,0.260,1,0
054801.,1993,0623024855.30,35.0900,25.5700,10,3.4,0.260,1,0
054802.,1993,0623034224.60,39.0900,22.6300,5,3.1,0.220,1,0
054803.,1993,0623053354.80,37.9080,29.2500,10,3.2,0.230,1,0
054804.,1993,0623055850.70,38.4640,21.2010,10,3.8,0.260,1,0
054805.,1993,0623072400.07,37.7337,28.8437,9,3.9,0.230,1,0
054811.,1993,0623095011.50,41.7800,22.8600,13,3.4,0.220,1,0
054815.,1993,0623195131.80,40.1600,24.1510,10,3.8,0.238,2,0
054816.,1993,0623234954.70,38.9800,26.1850,28,3.4,0.230,1,0
054817.,1993,0624034556.80,39.1700,20.7500,5,3.0,0.238,2,0
054822.,1993,0624111059.00,41.1060,20.2290,5,3.3,0.164,3,0
054823.,1993,0624111751.20,42.6200,23.7000,10,3.1,0.220,1,0
054827.,1993,0624180852.90,40.6160,21.1790,10,3.1,0.220,1,0
054829.,1993,0624221612.20,39.1600,23.7600,0,3.2,0.220,1,0
054830.,1993,0625020414.10,37.8940,28.9670,10,3.6,0.230,1,0
054831.,1993,0625064958.40,40.4160,21.2060,10,3.1,0.220,1,0
054835.,1993,0625121510.80,42.7600,24.0800,1,3.7,0.220,1,0
054838.,1993,0625214304.70,34.6200,24.7000,19,3.4,0.260,1,0
054840.,1993,0626002715.80,40.2090,29.1450,8,3.1,0.230,1,0
054846.,1993,0626191505.00,38.0400,21.7500,17,3.5,0.260,1,0
054847.,1993,0626203715.30,38.0210,21.3340,10,3.6,0.260,1,0
054848.,1993,0626215816.10,39.2800,20.5900,5,3.1,0.220,1,0
054849.,1993,0626221833.70,39.0420,27.9960,10,3.1,0.230,1,0
054850.,1993,0627021205.90,39.0530,28.0160,10,3.3,0.230,1,0
054852.,1993,0627035740.20,39.8600,22.3000,5,3.0,0.220,1,0
054855.,1993,0627101438.20,41.9060,20.1000,10,3.2,0.220,1,0
054856.,1993,0627114146.40,40.2570,29.0850,10,3.2,0.230,1,0
054857.,1993,0627115636.30,40.3300,29.0020,11,3.0,0.230,1,0
054858.,1993,0627115834.40,39.2520,27.7200,10,3.0,0.230,1,0
054861.,1993,0627204134.10,39.8210,20.6770,10,3.4,0.150,4,0
054862.,1993,0627234050.10,38.8410,27.1510,22,3.4,0.230,1,0
054863.,1993,0628021522.80,38.6490,23.5670,10,3.8,0.238,2,0
054864.,1993,0628050341.70,36.7700,29.4200,33,3.4,0.230,1,0
054866.,1993,0628093513.40,39.0980,27.6200,10,3.0,0.230,1,0
054871.,1993,0628160923.80,35.2900,24.4000,10,3.4,0.260,1,0
